Date,APPLE INC,MICROSOFT CORP,ALPHABET INC-CL A,ALPHABET INC-CL C,AMAZON.COM INC,TESLA INC,META PLATFORMS INC-CLASS A,BERKSHIRE HATHAWAY INC-CL B,NVIDIA CORP,VISA INC-CLASS A SHARES,UNITEDHEALTH GROUP INC,JOHNSON & JOHNSON,JPMORGAN CHASE & CO,PROCTER & GAMBLE CO/THE,WALMART INC,HOME DEPOT INC,BANK OF AMERICA CORP,MASTERCARD INC - A,EXXON MOBIL CORP,PFIZER INC,COCA-COLA CO/THE,WALT DISNEY CO/THE,CHEVRON CORP,PEPSICO INC,CISCO SYSTEMS INC,ADOBE INC,ABBVIE INC,ELI LILLY & CO,THERMO FISHER SCIENTIFIC INC,COMCAST CORP-CLASS A,NIKE INC -CL B,VERIZON COMMUNICATIONS INC,ABBOTT LABORATORIES,ACCENTURE PLC-CL A,BROADCOM INC,ORACLE CORP,SALESFORCE.COM INC,COSTCO WHOLESALE CORP,INTEL CORP,WELLS FARGO & CO,MERCK & CO. INC.,DANAHER CORP,PAYPAL HOLDINGS INC,MCDONALD'S CORP,AT&T INC,QUALCOMM INC,NETFLIX INC,UNITED PARCEL SERVICE-CL B,MORGAN STANLEY,SCHWAB (CHARLES) CORP
2013-03-06,13.226,23.5729,416.093,,273.79,7.538,27.453,103.24,2.9745,37.9151,46.558,60.9805,39.1381,59.1755,59.6939,57.766,10.3739,49.986,61.3557,19.4098,29.3282,51.2365,81.7973,59.591,16.4199,41.29,26.0817,44.1636,74.117,17.2863,25.1104,31.6444,28.852,65.1907,27.6508,31.3608,46.5925,85.046,16.9518,27.892,31.3021,44.7978,,75.86,21.555,51.4046,26.134,65.341,19.1472,15.7557
2013-03-07,13.379,23.6148,416.702,,273.88,7.646,28.578,103.41,2.9675,37.7857,46.723,61.2642,39.6074,58.9455,59.6451,57.578,10.6698,49.9,60.7734,19.5134,29.4034,51.2002,81.8595,59.855,16.4857,41.5,25.9089,44.3801,73.943,17.1889,25.0741,31.7782,28.9867,65.3254,27.8579,31.4307,46.1175,84.557,17.0609,28.1783,31.0083,44.5439,,76.079,21.6144,51.4971,25.937,65.24,19.4063,15.9645
2013-03-08,13.414,23.4973,416.163,,274.19,7.694,27.96,103.63,2.9815,37.8233,46.732,61.6109,39.2711,59.1602,59.7925,58.496,10.5044,50.142,60.9515,19.4581,29.4786,52.1729,81.8664,59.902,16.5069,41.5,25.8052,44.2277,74.474,17.3497,24.8334,32.0995,29.1972,65.9823,28.0969,31.2296,46.4625,85.444,16.8193,28.2402,30.7933,44.921,,77.349,21.7866,51.3892,26.386,65.349,19.2475,16.0372
2013-03-11,13.606,23.3882,417.815,,271.24,7.82,28.14,104.07,2.9524,37.9434,47.079,61.8079,39.4901,59.2905,59.7515,58.455,10.574,50.3,61.0817,19.4995,29.5462,52.4183,81.9768,59.63,16.5447,41.48,26.0333,44.1556,74.648,17.4069,24.7607,31.9991,29.4077,65.9402,28.089,31.3783,46.485,84.947,16.9051,28.7276,31.2878,45.1531,,77.49,21.7391,51.4277,25.779,65.534,19.306,16.0826
2013-03-12,13.312,23.4218,414.206,,274.13,7.824,27.83,103.01,2.9629,37.6185,47.618,61.9025,39.3336,59.1525,60.2592,58.306,10.4522,49.567,61.0817,19.2856,29.2831,51.9183,81.6454,59.661,16.4086,41.4,25.6877,44.1636,75.112,17.2312,24.2885,32.3672,29.4498,65.7044,28.2403,30.9847,45.1975,86.033,16.8661,28.364,32.2767,45.0806,,77.388,21.8104,51.6899,26.016,65.418,18.9466,16.1098
2013-03-13,13.31,23.426,413.055,,275.1,7.796,27.08,103.65,2.9629,37.5173,47.498,61.8946,39.2398,58.8689,60.3001,58.315,10.4957,49.977,61.1502,19.3408,29.215,52.1274,81.7214,59.708,16.3141,41.59,25.6877,44.1475,75.18,17.1762,24.906,32.0861,29.475,65.6286,28.6705,31.1115,45.2275,85.759,16.8778,28.4491,32.2623,45.0516,,77.874,21.7391,51.4702,27.48,65.921,19.0386,16.4458
2013-03-14,13.439,23.6106,411.168,,265.74,7.37,27.04,103.99,2.9652,37.821,47.716,62.328,39.8969,59.3211,59.948,57.886,10.5392,49.948,61.5407,19.4029,29.5405,52.5002,82.8537,59.894,16.3254,41.62,25.9573,44.1556,74.919,17.4174,24.8334,32.4475,29.5845,65.9065,29.2042,31.7456,44.6225,85.336,16.8739,28.6038,32.0307,45.3997,,77.819,21.8935,51.3275,26.91,66.27,19.0553,16.3278
2013-03-15,13.785,23.5267,407.546,,261.82,7.058,26.645,102.79,2.9396,37.3243,47.716,62.3989,39.1302,58.5163,59.3585,56.905,10.9395,49.208,61.2256,19.3408,29.3967,52.3456,82.6328,59.778,16.5787,41.38,26.6069,44.2037,74.725,17.227,24.8743,32.1396,28.7426,64.5085,28.6785,31.7805,44.125,84.371,16.6596,29.5555,31.9005,45.436,,78.101,21.6381,50.0977,26.407,66.146,19.7155,16.2188
2013-03-18,14.16,23.5812,404.287,,257.89,7.03,26.49,102.12,2.9187,37.2113,47.951,62.0995,38.7313,58.3783,59.1539,57.153,10.9308,48.795,60.8145,19.3546,29.3437,51.6638,82.253,59.498,16.3859,41.06,26.3719,43.8268,74.386,17.0831,24.5927,32.6282,28.1701,64.6854,28.089,31.5182,43.5325,84.316,16.5699,29.215,31.5677,44.8268,,77.239,21.4718,49.7777,26.513,66.115,19.2141,16.0372
2013-03-19,14.122,23.6484,406.053,,256.41,7.016,26.55,101.77,2.9001,36.724,48.099,62.1389,38.4888,59.1065,59.3176,56.691,11.0614,48.472,60.6844,19.3201,29.7752,51.1911,82.4809,59.491,16.2725,40.75,26.5101,43.9311,74.977,16.9816,24.4429,32.7621,28.2374,64.1548,28.1208,31.2121,42.8075,84.681,16.4764,29.0061,31.6183,44.4424,,77.106,21.4659,49.9011,25.91,65.844,18.7126,15.9373
2013-03-20,14.047,23.7617,407.749,,257.278,7.19,25.86,102.34,2.9349,37.5079,47.847,62.6038,38.4262,59.4668,59.7597,56.765,11.1223,49.137,60.7186,19.5272,30.1841,51.7638,83.0954,59.219,16.3859,42.46,26.9939,44.34,75.132,17.3413,24.897,32.5278,28.4647,64.4159,28.6227,31.2777,43.1275,85.477,16.5076,28.9674,31.9222,44.4641,,77.396,21.4956,50.6876,26.15,65.031,19.0051,16.1189
2013-03-21,14.067,23.5896,406.023,,253.39,7.202,25.74,101.96,2.8884,37.1477,48.003,62.257,37.8238,59.1832,59.8744,56.823,10.9395,48.7,60.4035,19.4029,30.3355,51.1911,83.0885,59.087,15.7583,42.18,26.6,44.1636,74.221,17.0958,24.3385,32.6617,28.1869,62.5716,28.4785,28.2474,43.1825,85.842,16.3985,28.7353,31.6834,44.3771,,77.207,21.4718,50.3869,25.999,64.234,18.4368,15.8556
2013-03-22,14.353,23.7071,405.548,,257.75,7.324,25.73,102.57,2.9024,37.6868,47.48,62.8323,38.1602,59.2292,60.8159,57.326,10.9308,49.031,61.1708,19.5893,30.3128,51.6183,83.6684,61.019,15.6902,42.97,26.9317,44.5565,73.572,17.4428,27.0311,32.8089,28.3637,62.2179,28.6708,27.9676,44.015,87.161,16.6245,28.7817,31.763,44.7252,,77.787,21.6381,50.8263,25.9,65.596,18.5371,15.9282
2013-03-25,14.404,23.6316,405.213,,256.02,7.506,25.131,102.4,2.8861,38.6072,47.829,62.785,37.9568,58.7769,61.2826,57.252,10.7916,49.267,60.9858,19.4374,30.3733,51.1002,82.978,60.391,15.7659,42.49,27.1736,44.5966,72.342,17.6523,27.0447,32.9026,28.4563,61.8221,28.4465,27.3292,43.19,87.459,16.4842,28.7895,31.6111,44.2683,,76.98,21.6144,50.6336,25.827,65.48,18.3616,15.9101
2013-03-26,14.329,23.6274,406.604,,260.31,7.572,25.205,103.82,2.907,39.4218,48.518,63.7069,38.0507,59.3288,61.2171,57.73,10.6872,50.734,61.7462,19.7411,30.8048,51.482,83.5303,61.236,15.7621,42.75,27.7887,45.1338,72.546,17.5486,27.0039,33.1168,28.9194,62.7737,28.6627,27.5784,43.3975,87.874,16.9635,28.8591,32.1176,44.8669,,77.184,21.8222,51.3661,27.23,65.813,18.5705,16.01
2013-03-27,14.047,23.8078,401.719,,265.3,7.632,26.09,103.16,2.9419,39.7043,49.364,64.0378,37.3701,59.0682,61.2253,57.4,10.6436,50.976,62.0545,19.7687,30.449,51.3365,82.9849,60.748,15.7507,42.66,27.7472,45.1979,72.807,17.6671,26.5407,32.7554,29.1383,63.0601,28.5426,27.9413,43.97,88.429,17.0142,28.6115,31.9077,44.8669,,77.497,21.751,51.4123,27.177,66.115,18.629,15.8919
2013-03-28,13.754,24.005,397.479,,266.49,7.578,25.58,104.2,2.9838,39.982,49.878,64.2427,37.1276,59.0682,61.2662,57.507,10.6001,51.27,61.7325,19.9206,30.6156,51.6365,82.039,61.384,15.7999,43.515,28.1826,45.5347,74.086,17.7644,26.795,32.896,29.736,63.978,28.7508,28.2737,44.7075,87.99,17.0181,28.6193,31.9801,45.0918,,78.116,21.7925,51.6128,27.04,66.479,18.37,16.0644
2013-04-01,13.327,24.0092,400.984,,261.61,8.786,25.53,103.47,2.8861,39.3959,51.412,64.5579,37.417,59.5588,61.7575,57.416,10.574,50.9,62.1847,19.9068,30.6231,51.5365,82.5844,61.376,15.7507,43.38,28.4175,45.3904,73.156,17.5922,26.4544,32.9428,29.7276,63.8769,28.3024,28.3436,43.8475,87.741,16.7024,28.5728,32.0886,44.8306,,77.615,22.1252,50.888,26.061,65.372,18.1025,15.7829
2013-04-02,13.355,24.1687,406.914,,263.322,8.868,25.42,105.14,2.8547,39.5371,53.827,65.1568,37.7691,60.5246,62.2405,58.529,10.574,51.219,62.0545,20.176,30.8276,52.2365,82.1633,61.873,16.0456,43.845,28.1342,45.3022,76.091,17.9817,26.7451,33.1302,30.4095,64.5675,27.934,28.6366,43.8325,89.292,16.7219,28.5342,32.4938,44.7943,,78.563,22.3152,51.0846,25.241,64.946,18.1359,15.7194
2013-04-03,13.423,23.9673,403.492,,259.03,8.22,26.25,104.24,2.8201,38.7838,53.766,64.6682,36.8795,59.8807,62.2241,57.985,10.2781,50.523,61.6092,20.0379,30.4112,52.0456,81.3209,61.267,16.0282,43.7,28.0374,45.5828,75.645,17.7793,26.7496,32.7889,30.5779,64.5085,27.4775,28.3349,42.1275,88.197,16.4063,28.3717,32.8194,44.3227,,77.772,22.143,50.8649,24.249,64.49,17.6429,15.2108
2013-04-04,13.29,23.9966,397.921,,259.08,8.402,27.073,105.13,2.8477,39.1911,54.08,64.9361,37.3833,60.2026,62.3879,58.257,10.3913,50.615,61.4996,20.1277,30.6913,52.3547,81.5211,61.71,16.0381,44.21,28.7493,45.6469,75.471,17.9068,26.9448,32.9963,30.8557,64.517,27.7097,28.3043,41.6025,88.197,16.4725,28.952,32.7905,44.076,,78.853,22.5172,50.7415,23.813,64.753,17.8267,15.1836
2013-04-05,13.15,24.0848,391.905,,255.48,8.274,27.39,104.15,2.8977,38.8803,54.141,64.6446,37.714,59.965,62.5434,57.738,10.4174,50.424,60.9789,20.0863,30.343,52.4547,81.1414,60.98,15.7104,43.38,28.5489,45.2861,74.735,17.6688,26.7768,33.1704,30.5695,64.2138,27.4935,28.0113,41.355,87.733,16.3205,28.7431,32.653,43.9309,,79.472,22.5825,50.2404,23.523,64.652,18.0189,15.0292
2013-04-08,13.243,23.9925,387.801,,258.95,8.366,26.849,105.26,2.8908,39.1463,53.958,63.9118,38.2414,60.3943,63.2803,58.694,10.6262,50.686,60.6981,20.1277,30.9335,53.4729,81.3416,61.686,15.6799,43.79,28.8668,45.5587,75.878,17.6985,27.2218,33.4307,30.7715,64.4664,27.7578,28.2999,41.715,88.761,16.4374,28.6425,32.9062,44.0905,,79.535,22.6126,50.7801,23.294,64.412,18.1694,15.2744
2013-04-09,13.267,24.8484,389.202,,261.14,8.1,26.59,105.12,2.9373,38.7838,54.211,64.2348,38.3201,59.988,63.9599,58.677,10.6611,50.048,60.8145,20.0932,30.82,53.7638,81.9147,61.461,15.9848,44.17,29.4058,45.4946,75.916,17.5497,27.1946,33.3834,30.8642,64.1801,27.8539,28.8946,41.3325,87.724,16.9518,28.9752,32.9279,43.9237,,79.19,22.6967,50.8572,24.194,64.66,18.1694,15.4106
2013-04-10,13.538,25.4107,395.473,,264.77,8.372,27.57,106.33,2.9838,39.3111,54.411,64.6288,38.7688,60.7392,63.3458,59.081,10.722,50.692,60.7529,20.6523,31.0925,54.6456,82.6051,62.121,16.3659,44.7,30.1453,46.1761,78.783,17.6922,27.3762,33.7216,31.2346,65.5505,28.3344,29.498,42.195,87.691,17.3493,29.068,33.8902,44.8233,,79.527,22.9492,51.8788,23.724,65.441,18.5705,15.792
2013-04-11,13.496,24.282,395.578,,269.85,8.718,28.018,106.73,2.9698,39.4594,54.908,64.8652,38.816,61.0688,63.6897,59.254,10.6785,51.338,61.1228,21.1492,31.1758,55.0456,83.5096,62.043,16.5298,45.21,30.1313,46.5049,77.398,17.7751,27.7894,34.1612,31.4966,66.2059,28.5346,29.3974,41.6275,87.907,17.0103,29.0216,34.1579,44.9394,,79.919,23.1656,51.6822,24.716,65.256,18.6123,15.9282
2013-04-12,13.355,24.1603,395.408,,272.87,8.75,27.4,107.04,3.0442,39.0192,54.952,65.1962,38.5799,61.3831,64.3201,60.672,10.5914,50.555,60.9652,21.17,31.1001,55.0456,82.8123,62.067,16.4193,45.03,30.0546,46.112,77.088,17.8558,27.5079,34.3979,31.3783,65.7378,27.958,29.2619,42.38,88.006,16.8934,28.7895,34.0856,44.6637,,81.172,23.1956,51.4123,24.743,65.116,18.2362,15.6921
2013-04-15,13.046,24.0764,391.344,,267.72,8.66,26.52,104.52,2.9815,37.9693,53.697,64.3846,37.7297,61.0535,64.2464,59.526,10.4261,49.485,59.2525,21.0181,30.3506,53.5274,80.4855,61.236,16.0458,44.6,28.9037,45.2941,76.11,17.4945,27.0947,34.2491,30.5332,64.0439,27.053,28.6847,41.295,86.414,16.6635,28.2943,33.6153,43.4666,,80.044,22.8109,50.4948,25.214,63.778,17.9521,15.0928
2013-04-16,13.244,24.3113,397.07,,272.34,9.118,26.92,107.16,3.014,38.7744,54.76,65.7477,38.1705,61.3984,64.4184,59.716,10.6872,50.422,59.3347,21.3563,32.0767,55.2274,80.7893,62.074,16.1296,45.28,29.6082,45.8474,79.248,17.605,27.4716,34.1274,30.7613,65.9591,27.6937,29.2225,42.5975,87.525,17.0804,28.6734,33.977,44.2284,,80.742,22.8049,50.7415,25.121,64.404,18.2613,15.4015
2013-04-17,12.516,24.1897,391.66,,267.4,9.09,26.625,105.17,2.9733,38.1906,54.08,66.1102,36.8323,60.6012,64.2792,59.996,10.1824,49.87,58.9717,21.308,32.213,55.1638,79.2703,61.182,15.7256,44.9,29.4617,46.0799,78.938,17.267,27.6532,33.5051,31.505,65.2866,25.9518,28.4092,41.8375,86.879,17.0921,28.2866,33.8323,43.3433,,80.35,22.7088,49.5233,24.194,63.863,17.9437,14.9565
2013-04-18,12.182,24.1603,383.328,,259.42,9.394,25.69,103.0,2.9163,37.9975,52.04,65.5429,36.7142,61.2221,63.1739,59.732,9.9561,49.418,59.3416,21.1147,31.8723,54.5365,79.8088,63.044,15.6875,44.46,29.5175,45.1338,77.563,17.0013,27.3263,34.4317,31.167,64.3248,25.1229,28.09,41.03,85.917,17.3337,28.0622,33.6876,42.1171,,79.856,22.6847,49.0684,23.403,63.747,16.9742,14.8839
2013-04-19,12.135,24.9785,400.323,,260.32,9.566,25.73,105.28,2.9233,38.5978,52.345,66.5751,37.1787,62.4179,64.099,60.985,10.1476,49.509,59.9102,21.4391,32.2963,55.9638,80.0229,64.224,15.596,44.74,29.5664,46.0398,77.514,17.2436,27.6623,35.338,31.4374,63.6183,25.0349,28.3086,40.88,86.613,17.4896,28.3872,34.3605,42.8789,,78.297,23.0093,49.292,23.339,64.226,17.1999,14.8839
2013-04-22,12.388,25.8722,400.445,,263.55,10.038,25.97,105.02,2.928,38.4966,51.63,66.843,37.2731,62.3949,63.837,60.869,10.1998,49.523,60.3487,21.3494,32.3417,56.3729,80.4855,64.697,15.6951,44.53,30.8288,46.1681,77.437,17.2054,27.8621,35.2974,31.1754,63.7885,25.2911,28.4354,40.32,87.202,17.8325,28.4181,34.6716,42.7991,,77.827,23.2798,49.7932,24.91,64.435,17.3085,14.9111
2013-04-23,12.619,25.6792,404.342,,268.9,10.202,25.98,106.68,3.0047,38.998,51.037,67.3315,37.9186,63.2687,64.754,60.474,10.5044,50.367,61.1776,21.453,32.3265,56.9002,81.1138,65.256,15.9391,44.87,31.4844,46.7695,78.105,17.3882,28.0074,35.3853,31.4459,64.9462,25.9238,28.3873,41.08,88.935,18.2183,28.7276,35.1853,42.8717,,78.171,23.4421,50.3869,30.999,64.807,18.0607,15.0655
2013-04-24,12.599,26.6527,407.122,,268.78,10.086,26.11,106.75,3.107,39.3276,51.255,66.4963,38.3516,59.5481,63.8862,60.391,10.7133,50.463,61.2667,21.1216,31.9102,56.3093,81.6661,63.89,15.5427,44.67,30.9125,44.9413,78.648,17.2904,27.9393,35.0336,30.8628,66.2315,26.124,28.4311,40.91,89.416,18.4405,28.8901,34.6933,43.5029,,79.159,22.264,50.888,30.96,64.621,17.927,15.1109
2013-04-25,12.689,26.8037,404.942,,274.7,10.4,26.14,107.47,3.1326,39.7278,51.735,67.1503,38.572,59.1312,64.3938,60.466,10.8264,50.759,60.335,20.8869,32.0616,56.3638,81.8249,64.263,15.7332,45.05,30.8567,45.246,77.602,17.3244,28.1845,35.994,30.8374,67.5253,26.132,28.2212,40.76,90.494,18.2222,29.1222,34.2592,43.8511,,79.096,22.4082,48.1432,30.536,66.107,17.9103,15.2108
2013-04-26,12.963,26.6779,401.099,,254.81,10.24,26.85,107.1,3.1187,39.3676,51.857,67.0715,38.4775,59.5327,64.7131,60.449,10.809,50.777,60.287,20.7696,31.8723,56.2456,82.8813,64.022,15.7561,44.91,31.9727,45.2701,78.58,17.588,28.1027,36.2713,30.8121,66.955,25.7156,28.299,40.71,90.61,18.2378,29.3079,34.6355,43.4884,,79.057,22.264,47.4338,30.793,66.331,17.927,15.1927
2013-04-29,13.365,27.366,409.927,,249.74,10.988,26.98,106.61,3.1559,39.5253,52.319,67.434,38.509,59.9805,64.1809,60.713,10.7742,51.126,60.4309,21.0043,31.9783,57.2729,83.7651,64.131,15.9924,45.06,31.5472,44.9093,78.221,17.639,28.4388,36.1563,31.0402,69.0574,26.0519,28.195,41.01,90.079,18.5184,29.3079,34.5993,43.6988,,80.068,22.4202,47.5032,30.716,66.765,18.6056,15.3834
2013-04-30,13.758,27.7772,412.685,,253.81,10.798,27.769,106.32,3.2024,39.6572,52.249,67.1582,38.5799,59.2779,63.6324,60.449,10.7133,52.447,60.9652,20.0656,32.0464,57.1275,84.2415,63.991,15.9467,45.08,32.1191,44.4041,78.144,17.5582,28.8792,36.4607,31.2008,69.3213,25.5955,28.6672,41.11,89.914,18.6665,29.3852,34.006,44.2139,,80.036,22.5164,47.4955,30.867,66.432,18.5553,15.4015
2013-05-01,13.65,27.4583,410.613,,248.23,10.656,27.43,106.12,3.1745,39.0828,52.066,66.3702,37.7927,59.4477,63.9107,59.963,10.5653,51.203,59.9513,19.9482,31.9556,57.4638,83.0401,63.789,15.535,44.71,31.7704,43.4901,78.183,17.7963,28.7702,35.4394,31.1754,67.8998,25.0829,28.9995,41.56,89.739,18.6977,28.9829,33.0582,43.6335,,79.441,22.5765,47.7422,30.416,65.643,18.304,14.7204
2013-05-02,13.843,27.8276,415.207,,252.55,10.822,28.97,107.3,3.2117,41.2909,51.857,67.103,37.8478,60.0423,64.2382,60.433,10.6088,51.745,60.7186,20.2036,31.7663,58.0729,84.2622,64.061,15.8018,45.69,30.6823,43.8589,79.035,17.9026,28.7521,35.5273,31.3191,67.6615,25.6996,29.463,41.87,90.129,18.7912,28.9442,33.0871,43.8656,,79.974,22.5765,48.4901,30.641,66.037,18.6726,14.9293
2013-05-03,13.982,28.1045,423.27,,258.05,10.91,28.311,108.64,3.2256,42.2655,51.369,67.5679,37.4463,60.3743,64.885,60.952,10.6524,52.506,61.6709,19.9896,31.9783,58.9093,85.2634,64.27,15.8781,47.01,31.1636,44.0914,79.587,18.0854,29.3106,35.6288,31.0994,67.67,25.5314,29.1919,42.24,91.008,18.8502,29.1995,33.0437,44.1123,,80.647,22.4443,49.1686,30.493,66.626,19.0663,15.8647
2013-05-06,14.315,28.3227,431.193,,255.72,11.9,27.57,110.0,3.2163,42.1125,52.485,66.7248,37.9265,60.0346,64.5412,62.023,11.2093,51.954,62.0545,19.824,31.8572,59.1456,85.0977,64.014,15.8628,46.49,31.1008,43.6745,79.849,18.1874,29.0427,35.2027,30.2965,67.0912,26.2682,29.3056,42.44,90.461,18.8109,29.3233,32.5445,44.4823,,79.981,22.294,49.238,30.099,67.361,19.5019,15.9373
2013-05-07,14.252,27.9534,429.031,,257.73,11.102,26.889,109.9,3.1745,42.3244,52.746,67.3946,38.6822,60.1813,64.5412,61.867,11.2267,52.288,62.445,20.0379,32.3265,60.0638,84.9527,64.666,15.535,45.602,31.324,43.4339,81.272,18.3022,29.02,35.7911,30.474,67.2869,26.06,29.087,42.42,90.975,18.9997,29.7102,32.7543,44.642,,80.154,22.5525,49.3228,29.464,68.615,19.4936,15.8374
2013-05-08,14.413,27.6849,437.239,,258.68,11.157,27.12,110.94,3.2324,42.1996,54.499,67.3394,39.1702,60.5673,64.4505,62.155,11.3312,52.522,62.8218,19.9962,32.1448,59.9911,85.1736,64.596,15.7942,45.32,30.3336,43.7146,81.466,18.3979,29.0154,35.9196,30.6684,68.0956,26.8288,29.2619,42.37,90.892,19.0784,29.9831,32.5517,44.7218,,79.104,22.7388,49.4385,29.801,68.901,19.8287,15.8374
2013-05-09,14.287,27.408,436.163,,260.16,13.88,27.04,110.66,3.2349,42.0395,54.063,67.0951,38.6035,60.3898,64.5741,62.526,11.2354,52.347,62.7942,19.9057,31.8874,60.6093,85.3669,64.286,15.8781,43.97,30.8567,43.7466,80.856,18.264,28.9428,35.6491,30.5754,68.1722,27.1251,29.4718,43.15,90.502,19.1649,29.5464,32.9135,44.7943,,78.116,22.4383,49.4308,30.916,68.761,19.6108,15.9559
2013-05-10,14.168,27.4331,440.542,,263.63,15.353,26.68,111.82,3.3815,42.0795,54.847,67.5758,38.5405,60.8144,64.9777,62.641,11.3312,52.655,62.1803,19.9892,31.9102,61.0911,85.0838,64.402,16.0839,44.02,31.3938,43.9551,81.805,18.315,29.4059,35.7708,30.567,68.5041,27.2773,29.7516,44.17,91.207,19.275,29.6556,33.2463,44.9104,,78.516,22.4563,49.8394,31.099,68.846,20.0548,16.4844
2013-05-13,14.223,27.7185,439.191,,264.51,17.56,26.82,111.74,3.3117,42.1219,54.394,67.6467,39.0994,60.6832,64.6565,63.185,11.2964,52.723,62.1527,20.4416,31.9404,61.2002,84.8215,64.425,16.2135,43.61,31.0659,45.1258,81.737,18.3617,29.356,35.5409,30.7191,68.0275,26.9249,29.5417,43.96,91.224,18.9446,29.7882,33.4055,44.6927,,78.657,22.2399,49.9744,32.768,68.613,19.837,16.5391
2013-05-14,13.883,28.3354,443.98,,268.33,16.648,27.07,112.67,3.3605,42.4491,53.819,68.5292,39.5402,61.3627,64.8871,63.721,11.6097,54.036,62.8494,20.4625,32.1903,61.3366,86.3059,64.79,16.2135,44.04,31.6309,45.1904,82.047,18.4213,29.9281,35.9602,31.3107,68.5637,26.9889,29.4455,44.98,92.368,18.7558,30.2248,33.7527,44.8741,,79.3,22.3782,50.3637,33.424,68.893,20.3313,17.0858
2013-05-15,13.414,28.6016,458.389,,266.56,16.968,26.6,112.77,3.4175,42.8666,53.714,69.0572,40.2172,62.297,65.7766,64.182,11.6967,54.479,62.9391,20.5739,32.4931,61.5184,85.6169,65.372,16.1677,45.07,32.1052,45.878,83.306,18.5909,29.8918,36.251,31.8262,68.7425,27.3734,29.721,44.79,93.815,19.039,30.6459,33.8106,45.0265,,79.887,22.5585,50.5334,34.771,69.049,20.8255,17.2954
2013-05-16,13.593,28.8001,452.373,,264.12,18.45,26.13,111.54,3.4024,42.4043,54.176,68.9075,40.1227,61.9263,64.6565,63.251,11.6271,54.079,62.5666,20.3581,32.6218,60.4275,85.4429,64.976,18.2083,44.56,32.2307,45.2471,82.812,18.2257,29.2606,35.9805,31.1247,68.6148,27.3934,30.0577,46.15,92.726,18.8345,30.6147,33.5502,45.1788,,79.237,22.4683,50.6105,33.861,68.464,20.591,17.2316
2013-05-17,13.551,29.4678,455.031,,269.9,18.3,26.25,113.02,3.4582,43.5293,54.786,69.4118,41.1697,61.7873,64.1376,63.342,11.688,55.468,63.2978,20.1563,32.5309,60.5275,85.9023,65.023,18.4774,44.61,32.9003,45.2147,83.558,18.1279,29.6602,36.0819,30.9219,70.0022,27.5736,30.6349,46.79,94.006,18.9131,31.0982,33.2752,45.8899,,79.566,22.5044,51.3584,34.143,69.127,21.102,17.6234
2013-05-20,13.854,29.6452,454.706,,267.63,17.988,25.759,113.0,3.4512,42.8312,54.542,69.3487,41.1618,61.0692,63.7504,63.259,11.7576,55.331,63.822,19.9753,32.0843,60.1093,86.8488,64.084,18.2525,44.29,32.2656,44.5029,84.052,17.6518,29.6648,35.6694,31.9529,70.2491,27.5816,30.5212,47.01,93.15,18.9446,31.3477,32.7109,46.4848,,79.566,22.3721,50.9651,34.221,69.01,21.0015,17.505
2013-05-21,13.752,29.4509,453.925,,268.86,17.518,25.66,112.7,3.4875,42.817,54.813,69.8057,41.7365,60.8453,63.7422,64.866,11.6967,55.474,64.0152,20.031,32.054,59.8456,87.6562,64.115,18.3021,44.02,32.4609,44.6,84.604,17.9536,29.6194,35.2162,31.8769,70.564,28.1021,30.6961,46.33,94.364,18.9997,31.722,34.2448,46.3179,,80.036,22.2038,50.703,33.87,69.189,21.0433,17.4685
2013-05-22,13.805,29.248,445.141,,262.96,17.448,25.159,111.85,3.3659,42.4845,54.298,69.7033,42.2166,60.8608,63.4457,65.674,11.5836,54.702,63.5944,20.3929,31.9859,59.6093,86.9532,64.379,17.7914,43.17,32.6144,44.422,83.568,17.7623,29.2652,34.8104,31.8769,70.2406,27.6777,29.8391,45.78,94.281,18.9367,31.2698,33.7962,45.5344,,79.723,22.0115,50.2943,32.651,68.69,20.6915,17.3683
2013-05-23,13.829,28.8593,441.823,,261.8,18.546,25.06,111.29,3.4197,42.0034,54.368,69.2349,41.9962,60.7681,62.8691,65.031,11.4965,54.04,63.3185,20.2607,31.7436,59.3002,87.2804,63.719,17.921,42.77,32.4958,44.2764,82.997,17.7793,28.7566,35.0945,31.674,70.2406,27.2052,29.9353,45.69,94.123,18.921,31.1996,34.2448,45.2659,,79.166,22.0836,49.2766,32.311,68.044,20.3145,17.3045
2013-05-24,13.923,28.9599,437.084,,261.74,19.416,24.313,110.83,3.3986,42.5576,54.106,68.9253,42.2403,63.2235,63.6763,65.097,11.5226,54.204,63.1391,20.2119,31.9783,59.5366,87.3152,64.076,17.9362,42.43,31.6937,43.7911,84.478,17.8346,28.5114,34.7563,31.9107,69.9852,27.3093,29.7779,43.25,95.121,18.8211,31.3789,34.1218,45.0555,,78.587,22.0896,49.5464,32.677,67.67,20.3983,17.4594
2013-05-28,13.807,29.5945,441.062,,267.29,22.067,24.1,112.28,3.3963,42.4586,55.222,69.5525,42.9802,62.4359,63.6846,65.781,11.6184,54.61,63.7254,20.1911,32.213,60.6275,87.9973,63.96,18.2106,42.91,31.6588,44.1147,85.505,17.7793,28.7339,34.3708,32.5867,70.7258,27.5816,30.1976,41.8,95.486,18.9446,31.5973,34.4546,45.411,,79.331,21.747,49.3999,30.599,67.607,20.7166,18.0153
